id,facilities_id,name,address,postcode,city,district,state,tel,fax,website,email,image,latitude,longitude,likes,rating,status
11,21-0101010,KLINIK KESIHATAN SRI GADING,"Lot 5360, Sri Gading, Jalan Kluang",83000,Simpang Kanan,Batu Pahat,Johor,07-4558216,,,,,1.854231,103.027944,0,0,NEW
12,21-0101007,KLINIK KESIHATAN PARIT SULONG,"Lot 608, Pekan Parit Sulong",83500,Simpang Kiri,Batu Pahat,Johor,07-4186204,,,,,1.977011,102.881409,0,0,NEW
13,21-0101002,KLINIK KESIHATAN AYER HITAM,"PTD 5728, Jln Besar ke Yong Peng",83000,Sri Gading,Batu Pahat,Johor,07-7581966,07-7581966,,,,1.925772,103.17746,0,0,NEW
14,21-0101007,KLINIK KESIHATAN PARIT RAJA,"MLO 261, Jalan Besar Air Hitam",86400,Sri Gading,Batu Pahat,Johor,07-4541237,07-4541237,,,,1.863694,103.10959,0,0,NEW
15,21-0101007,KLINIK KESIHATAN SRI MERLONG,"Lot 5086, Kampung Sri Merlong",83100,Sungai Kluang,Batu Pahat,Johor,07-4258511,,,,,1.733468,103.188941,0,0,NEW
16,21-0102005,KLINIK KESIHATAN GELANG PATAH,JKR 4176 Jalan Besar,81550,Gelang Patah,Johor Bahru,Johor,07-5101252,07-5101252,,,,1.447719,103.590287,0,0,NEW
17,21-0102018,KLINIK KESIHATAN PAYA MENGKUANG,"JKR 4091 Jln Kelasi, Desa Paya Mengkuang",81560,Gelang Patah,Johor Bahru,Johor,07-5080015,,,,,1.379188,103.589448,0,0,NEW
18,21-0102006,KLINIK KESIHATAN KEMPAS,"JKR 6044, Jalan Persiaran Tanjung",81200,Johor Bahru,Johor Bahru,Johor,07-2382060,07-2389843,,,,1.508123,103.707381,0,0,NEW
19,21-0102006,KLINIK KESIHATAN LARKIN,"PTD 4999, Jalan Sentosa",80350,Johor Bahru,Johor Bahru,Johor,07-2233249,,,,,1.496965,103.748751,0,0,NEW
20,21-0102008,KLINIK KESIHATAN MAHMOODIAH,"JKR 6274, Jalan Mahmoodiah",80100,Johor Bahru,Johor Bahru,Johor,07-2266166,07-2223166,,,,1.46247,103.74842,0,0,NEW
21,21-0102005,KLINIK KESIHATAN MAJIDEE,JKR 5909/D Jln Sekolah Kg Melayu Majidee,81100,Johor Bahru,Johor Bahru,Johor,07-3323535,,,,,1.51435,103.7575,0,0,NEW
22,21-0102042,KLINIK KESIHATAN SULTAN ISMAIL,"Jalan Persiaran Mutiara Emas Utama, Taman Mount Austin",81100,Johor Bahru,Johor Bahru,Johor,07-3577121,07-3577136,,,,1.547898,103.790287,0,0,NEW
23,21-0102010,KLINIK KESIHATAN TAMAN UNGKU TUN AMINAH,"Lot 9, 11, 15, 17 Jln Sri Orkid 36. Taman Sri Orkid",81300,Johor Bahru,Johor Bahru,Johor,07-5113727,07-5112728,,,,1.525611,103.666933,0,0,NEW
24,21-0102042,KLINIK KESIHATAN TAMAN UNIVERSITI,"Jalan Kebudayaan 28, Taman Universiti",81300,Johor Bahru,Johor Bahru,Johor,07-5216800,07-5216806,,,,1.537953,103.626726,0,0,NEW
25,21-0102010,KLINIK KESIHATAN TAMPOI,"JKR 3769-1, Batu 5, Jalan Skudai",81200,Johor Bahru,Johor Bahru,Johor,07-2361030,07-2381125,,,,1.492824,103.705879,0,0,NEW
26,21-0102010,KLINIK KESIHATAN TEBRAU,"JKR 5409,5410,5413, Jalan Kerambit",80050,Johor Bahru,Johor Bahru,Johor,07-3342067,07-3342305,,,,1.48875,103.77123,0,0,NEW
27,21-0102011,KLINIK KESIHATAN ULU TIRAM,"JKR 2156, Jln Besar Ulu Tiram",81800,Johor Bahru,Johor Bahru,Johor,07-8611902,,,,,1.596701,103.820655,0,0,NEW
28,21-0102017,KLINIK KESIHATAN CAHAYA BARU,"JKR 2116 Jalan Perak, Felda Cahaya Baru",81750,Masai,Johor Bahru,Johor,07-2612346,,,,,1.530564,103.931425,0,0,NEW
29,21-0102007,KLINIK KESIHATAN MASAI,"Lot 2188, Jalan Pekeliling",81750,Masai,Johor Bahru,Johor,07-2511882,07-2561089,,,,1.489205,103.885109,0,0,NEW
30,21-0102008,KLINIK KESIHATAN PASIR GUDANG,"JKR 5376, Jalan Kejiranan 8/1",81700,Pasir Gudang,Johor Bahru,Johor,07-2510594,07-2532153,,,,1.463943,103.906293,0,0,NEW
31,21-0103005,KLINIK KESIHATAN KAHANG BATU 22,"Lot 96, Jalan Mersing Batu 22",86700,Kahang,Kluang,Johor,07-7881229,,,,,2.21587,103.54075,0,0,NEW
32,21-0103005,KLINIK KESIHATAN KAHANG TIMUR,"PTD 14726, Jalan Merak",86007,Kahang,Kluang,Johor,07-7866633,,,,,2.08501,103.49439,0,0,NEW
33,21-0103006,KLINIK KESIHATAN LAYANG-LAYANG,"PTD 3578, Jalan Pejabat Pos, 81850 Layang-layang",81850,Kluang,Kluang,Johor,07-7527233,,,,,1.818464,103.473491,0,0,NEW
34,21-0103005,KLINIK KESIHATAN MENGKIBOL,"Lot 18993, Jln Mengkibol",86000,Kluang,Kluang,Johor,07-7765343,07-7765754,,,,2.00698,103.32225,0,0,NEW
35,21-0103007,KLINIK KESIHATAN PALOH,"Lot 120, Jalan Klinik",86600,Paloh,Kluang,Johor,07-7811059,,,,,2.187405,103.195591,0,0,NEW
36,21-0103009,KLINIK KESIHATAN RENGGAM,"PTD 2495, Jalan Simpang Renggam",86300,Renggam,Kluang,Johor,07-7535255,,,,,1.88333,103.39639,0,0,NEW
37,21-0103010,KLINIK KESIHATAN SIMPANG RENGGAM,"Lot 1794, Jln Rambutan",86200,Simpang Renggam,Kluang,Johor,07-7554143,07-7554144,,,,1.82613,103.30522,0,0,NEW
38,21-0103011,KLINIK KESIHATAN ULU BELITONG,Jalan Cemara,86007,Simpang Renggam,Kluang,Johor,07-7863333,,,,,1.94728,103.47502,0,0,NEW
39,21-0104006,KLINIK KESIHATAN SEDILI BESAR,"Lot 218, Jalan Hj Md Lazim",81900,Kambu,Kota Tinggi,Johor,07-8899870,,,,,1.926,104.12123,0,0,NEW
40,21-0104010,KLINIK KESIHATAN TANJONG SEDILI,Felda Sening,81900,Kambu,Kota Tinggi,Johor,07-8918370,,,,,1.92539,104.10883,0,0,NEW
41,21-0104002,KLINIK KESIHATAN AIR TAWAR 2,"Lot 1046, Jalan Pasar, Sg Rengit",81900,Kota Tinggi,Kota Tinggi,Johor,07-8932207,,,,,1.678369,104.021627,0,0,NEW
42,21-0104003,KLINIK KESIHATAN BANDAR TENGGARA,"PTB 496, Jln Tun Abd Majid",81900,Panti,Kota Tinggi,Johor,07-8966178,,,,,1.8633,103.62292,0,0,NEW
43,21-0104012,KLINIK KESIHATAN AIR TAWAR 5 (FELDA),Felda Air Tawar 5,81900,Tanjung Surat,Kota Tinggi,Johor,07-8952872,,,,,1.606242,104.088237,0,0,NEW
44,21-0104003,KLINIK KESIHATAN BANDAR MAS,"Lot 4106, Jalan Tun Habab",81900,Tanjung Surat,Kota Tinggi,Johor,07-8236155,07-8235700,,,,1.611851,104.153978,0,0,NEW
45,21-0104003,KLINIK KESIHATAN BANDAR PENAWAR,"Lot 758, Jalan Ar-Raudah",81900,Tanjung Surat,Kota Tinggi,Johor,07-8221064,,,,,1.555327,104.240174,0,0,NEW
46,21-0104008,KLINIK KESIHATAN PENGERANG,Felda Lok Heng,81900,Tanjung Surat,Kota Tinggi,Johor,07-8252455,,,,,1.365,104.10944,0,0,NEW
47,21-0104009,KLINIK KESIHATAN SENING,Felda Sg Mas,81900,Tanjung Surat,Kota Tinggi,Johor,07-8277398,,,,,1.479973,104.181573,0,0,NEW
48,21-0104010,KLINIK KESIHATAN SUNGAI RENGIT,Felda Bukit Waha,81900,Tanjung Surat,Kota Tinggi,Johor,07-826 3285,,,,,1.3501,104.22397,0,0,NEW
49,21-0104004,KLINIK KESIHATAN BUKIT BESAR,"PTD 568, Felda Bukit Besar, Jalan Depan Sekolah",81900,Ulu Sungai Johor,Kota Tinggi,Johor,07-8977255,,,,,1.76828,103.70677,0,0,NEW
50,21-0104004,KLINIK KESIHATAN BUKIT WAHA,"PTD 206, Jalan Pembangunan, Bandar Penawar",81900,Ulu Sungai Johor,Kota Tinggi,Johor,07-8925598,,,,,1.75213,104.07389,0,0,NEW
51,21-0104006,KLINIK KESIHATAN LOK HENG,"Lot 2548, Felda Air Tawar 2",81900,Ulu Sungai Johor,Kota Tinggi,Johor,07-8947188,,,,,1.74112,103.89785,0,0,NEW
52,21-0109040,KLINIK KESIHATAN KULAI,"Lot 5264, Jalan Pejabat Kesihatan",81000,Senai,Kulai Jaya,Johor,07-6625255,07-6624350,,,,1.64089,103.621652,0,0,NEW
53,21-0109006,KLINIK KESIHATAN KULAI BESAR,"Lot 6221, Batu 19 Jalan Air Hitam",81000,Senai,Kulai Jaya,Johor,07-6622403,07-6622603,,,,1.655536,103.607151,0,0,NEW
54,21-0110004,KLINIK KESIHATAN BUKIT SERAMPANG,Lot 4470,85220,Bukit Serampang,Ledang,Johor,06-9776961,06-9776861,,,,2.36313,102.78394,0,0,NEW
55,21-0110004,KLINIK KESIHATAN BUKIT GAMBIR,Lot 11961,84800,Gersik,Ledang,Johor,06-9762549,06-9761353,,,,2.363141,102.783946,0,0,NEW
56,21-0110005,KLINIK KESIHATAN GERSIK,PTD 7800,84700,Gersik,Ledang,Johor,06-9728780,06-9728780,,,,2.208967,102.705691,0,0,NEW
57,21-0110010,KLINIK KESIHATAN SUNGAI MATI,"Lot 1052, Klinik Kesihatan Sg Mati",84400,Serom,Ledang,Johor,06-9751054,06-9751054,,,,2.14669,102.56338,0,0,NEW
58,21-0110008,KLINIK KESIHATAN PAYAMAS,"PT 1405, Klinik Kesihatan Payamas, Jalan Payamas",84900,Tangkak,Ledang,Johor,06-9781861,07-9781861,,,,2.27507,102.54559,0,0,NEW
59,21-0110009,KLINIK KESIHATAN SAGIL,"PT 8814, Klinik Kesihatan Sagil, Jalan Segamat",84020,Tangkak,Ledang,Johor,06-9772244,,,,,2.303595,102.611964,0,0,NEW
60,21-0105004,KLINIK KESIHATAN ENDAU,"Lot 427, Jalan Sekolah",86900,Endau,Mersing,Johor,07-7943214,07-7943214,,,,2.6498,103.62331,0,0,NEW
61,21-0105005,KLINIK KESIHATAN JEMALUANG,"JKR 673, Jalan Kota Tinggi",86800,Jemaluang,Mersing,Johor,07-7921271,,,,,2.26769,103.85453,0,0,NEW
62,21-0105007,KLINIK KESIHATAN MERSING KANAN,"Lot 2464, Jalan Endau",86800,Mersing,Mersing,Johor,07-7992005,,,,,2.436755,103.834298,0,0,NEW
63,21-0105023,KLINIK KESIHATAN NITAR 1 (FELDA),Jalan Merbah,86800,Mersing,Mersing,Johor,07-7961633,07-7994145,,,,2.386458,103.712455,0,0,NEW
64,21-0105011,KLINIK KESIHATAN TENGGAROH II (FELDA),JKR 839-P,86800,Tenggaroh,Mersing,Johor,07-7911267,07-7994145,,,,2.15435,103.907318,0,0,NEW
65,21-0105011,KLINIK KESIHATAN TENGLU,"Lot 213, Jalan Endau",86800,Tenglu,Mersing,Johor,07-7991276,,,,,2.494703,103.800974,0,0,NEW
66,21-0106007,KLINIK KESIHATAN PAGOH,"Batu 15, Jalan Muar ke Parit Sulong",86100,Air Hitam,Muar,Johor,07-4212512,07-4212412,,,,2.151526,102.774849,0,0,NEW
67,21-0106005,KLINIK KESIHATAN KAMPUNG KENANGAN TUN DR. ISMAIL,Batu 6,84200,Bakri,Muar,Johor,06-9523563,06-9523566,,,,2.050051,102.585121,0,0,NEW
68,21-0106003,KLINIK KESIHATAN BAKRI,"MLO 2599, Jalan Muar ke Pagoh",84600,Jorak,Muar,Johor,06-9867007,06-9867067,,,,2.040522,102.65956,0,0,NEW
69,21-0106007,KLINIK KESIHATAN PARIT BAKAR,"Lot 2355, Jalan Muar ke Pagoh",84300,Jorak,Muar,Johor,06-9811324,06-9811320,,,,1.999948,102.608467,0,0,NEW
70,21-0106003,KLINIK KESIHATAN AIR HITAM,Bt. 27,84540,Lenga,Muar,Johor,07-4212512,07-4212412,,,,2.02758,102.76519,0,0,NEW
71,21-0106003,KLINIK KESIHATAN BANDAR MAHARANI,Jalan Salleh,84000,Muar,Muar,Johor,06-9811324,06-9539703,,,,2.05811,102.57649,0,0,NEW
72,21-0106004,KLINIK KESIHATAN BUKIT PASIR,"No.264-5 Jln Kenangan 1, Tmn Tun Dr Ismail",84000,Muar,Muar,Johor,06-9856196,06-9856296,,,,2.099233,102.639881,0,0,NEW
73,21-0106006,KLINIK KESIHATAN LENGA,"Lot 1507, Jalan Sg. Abong",84000,Muar,Muar,Johor,06-9711445,06-9712357,,,,2.25921,102.83195,0,0,NEW
74,21-0106008,KLINIK KESIHATAN PARIT YUSOF,"Lot 24, Jalan Temenggung Ahmad",84150,Parit Jawa,Muar,Johor,06-4161277,07-4161377,,,,1.896308,102.760324,0,0,NEW
75,21-0106010,KLINIK KESIHATAN SRI MENANTI,"Lot, 3692, Jalan Muar ke Batu Pahat",84160,Sri Menanti,Muar,Johor,06-9881059,06-9881049,,,,1.910041,102.687046,0,0,NEW
76,21-0106007,KLINIK KESIHATAN PARIT JAWA,"Lot 241, Jalan Muar ke Batu Pahat",83500,Sungai Balang,Muar,Johor,07-4164277,06-9874223,,,,1.961045,102.642264,0,0,NEW
77,21-0107008,KLINIK KESIHATAN PENEROK,Jln Kukup ,82300,Air Masin,Pontian,Johor,07-6960311,,,,,1.3793,103.44175,0,0,NEW
78,21-0107005,KLINIK KESIHATAN KAYU ARA PASONG,Jln Kayu Ara Pasong,82010,Api-Api,Pontian,Johor,07-6951355,,,,,1.55899,103.40154,0,0,NEW
79,21-0107004,KLINIK KESIHATAN BENUT,Jalan Jaafar,82200,Benut,Pontian,Johor,07-6903633,07-6903633,,,,1.6457,103.25844,0,0,NEW
80,21-0107007,KLINIK KESIHATAN PARIT ISMAIL,Jln Parit Ismail,82200,Benut,Pontian,Johor,07-6903671,,,,,1.70056,103.28805,0,0,NEW
81,21-0107008,KLINIK KESIHATAN PEKAN NANAS,Jalan Pekan Nanas,81500,Pengkalan Raja,Pontian,Johor,07-6994352,07-6994352,,,,1.5083,103.51215,0,0,NEW
82,21-0107002,KLINIK KESIHATAN AYER BALOI,Jalan Ayer Baloi,82100,Pontian,Pontian,Johor,07-6931213,,,,,1.59209,103.33129,0,0,NEW
83,21-0107009,KLINIK KESIHATAN PONTIAN ,"Lot 8695, Jalan Alsagoff",82000,Pontian,Pontian,Johor,07-6868211,07-6873092,,,,1.50111,103.383333,0,0,NEW
84,21-0107009,KLINIK KESIHATAN SERKAT,Jalan Serkat,82030,Pontian,Pontian,Johor,07-6960359,,,,,1.303094,103.488896,0,0,NEW
85,21-0108003,KLINIK KESIHATAN BANDAR PUTRA,"Jalan Genuang, Bandar Putra",85000,Bandar Putra,Segamat,Johor,07-9436099,07-9431499,,,,2.49426,102.86282,0,0,NEW
86,21-0108003,KLINIK KESIHATAN BATU ANAM,"Jalan Bukit Cantik, Jalan Muar",85100,Batu Anam,Segamat,Johor,07-9499249,07-9499249,,,,2.5752,102.70816,0,0,NEW
87,21-0108004,KLINIK KESIHATAN BEKOK,Jalan Gunung,86500,Bekok,Segamat,Johor,07-9221241,07-9221241,,,,2.29801,103.13418,0,0,NEW
88,21-0108004,KLINIK KESIHATAN BULOH KASAP,"Pekan Air Panas, Labis",85010,Buluh Kasap,Segamat,Johor,07-9441241,07-9441241,,,,2.544737,102.770492,0,0,NEW
89,21-0108005,KLINIK KESIHATAN JEMENTAH,Jalan Muar,85200,Jementah,Segamat,Johor,07-9471321,07-9471321,,,,2.43948,102.68464,0,0,NEW
90,21-0108006,KLINIK KESIHATAN LABIS,"Jalan Muar, Jementah",85300,Labis,Segamat,Johor,07-9251500,07-9254591,,,,2.38043,103.0189,0,0,NEW
91,21-0108008,KLINIK KESIHATAN PEKAN AIR PANAS,Felda Pemanis,85300,Pekan Air Panas,Segamat,Johor,07-9287009,07-9287009,,,,2.47231,103.05798,0,0,NEW
92,21-0108008,KLINIK KESIHATAN PEMANIS ,"Felda Pemanis, Jalan Tasik Alai, Buluh Kasap",85009,Pemanis,Segamat,Johor,07-9456673,07-9456673,,,,2.59987,102.90162,0,0,NEW
93,21-0108004,KLINIK KESIHATAN CHAAH,Chaah,85400,Segamat,Segamat,Johor,07-9261236,07-9261236,,,,2.24736,103.04128,0,0,NEW
94,21-0108009,KLINIK KESIHATAN SEGAMAT,Jalan Muar,85000,Segamat,Segamat,Johor,07-7931334,07-9313333,,,,2.50516,102.81534,0,0,NEW
95,21-0201004,KLINIK KESIHATAN KAMPUNG LALANG,Jalan Weng,9100,Baling,Baling,Kedah,04-4732555,04-4705178,,,,5.79484,100.898119,0,0,NEW
96,21-0201005,KLINIK KESIHATAN KUALA KETIL,"Mukim Tawar, Jalan Kuala Ketil",9300,Baling,Baling,Kedah,04-4163355,04-4164462,,,,5.60554,100.65335,0,0,NEW
97,21-0201005,KLINIK KESIHATAN KUPANG,"Jalan Kuala Ketil, Kupang",9200,Baling,Baling,Kedah,04-4766355,04-4705178,,,,5.63485,100.83376,0,0,NEW
98,21-0201006,KLINIK KESIHATAN MALAU,Malau,9020,Baling,Baling,Kedah,04-4061700,,,,,5.50261,100.7216,0,0,NEW
99,21-0201007,KLINIK KESIHATAN PARIT PANJANG,Mukim Teloi Kanan,9120,Baling,Baling,Kedah,04-4761246,04-4705178,,,,5.70405,100.74437,0,0,NEW
100,21-0201008,KLINIK KESIHATAN TAWAR,Jalan Kuala Ketil,9310,Baling,Baling,Kedah,04-4766308,04-4705178,,,,5.59514,100.771,0,0,NEW
101,21-0202003,KLINIK KESIHATAN BANDAR BAHARU,Bandar Baharu,34950,Bandar Baharu,Bandar Baharu,Kedah,05-7178232,04-4079611,,,,5.12626,100.51265,0,0,NEW
102,21-0202006,KLINIK KESIHATAN LUBUK BUNTAR,"Lubuk Buntar, Jalan Serdang",34950,Bandar Baharu,Bandar Baharu,Kedah,04-4077320,04-4079611,,,,5.14409,100.59026,0,0,NEW
103,21-0202007,KLINIK KESIHATAN SERDANG,"Serdang, Jalan Pecah Batu",9800,Serdang,Bandar Baharu,Kedah,04-4076100,04-4079611,,,,5.212117,100.615617,0,0,NEW
104,21-0203002,KLINIK KESIHATAN ALOR JANGGUS,Jalan Alor Janggus,6250,Alor Setar,Kota Setar,Kedah,04-7301985,04-7347295,,,,6.17273,100.30784,0,0,NEW
105,21-0203003,KLINIK KESIHATAN BANDAR ALOR SETAR,"Blok A, Aras 1 Hospital Alor Setar (Hospital Lama), Lebuhraya Darulaman",5100,Alor Setar,Kota Setar,Kedah,04-7308353,04-7347295,,,,6.1414,100.37105,0,0,NEW
106,21-0203034,KLINIK KESIHATAN DATO KUMBAR,Jalan Datuk Kumbar,6500,Alor Setar,Kota Setar,Kedah,04-7306319,04-7410090,,,,6.121003,100.399488,0,0,NEW
107,21-0203004,KLINIK KESIHATAN JALAN PUTRA,Merong,5150,Alor Setar,Kota Setar,Kedah,04-7355161,,,,,6.202778,100.477778,0,0,NEW
108,21-0203005,KLINIK KESIHATAN KOTA SARANG SEMUT,"Jalan Pendang, Kota Sarang Semut",6800,Alor Setar,Kota Setar,Kedah,04-7691333,,,,,5.97459,100.40313,0,0,NEW
109,21-0203005,KLINIK KESIHATAN KUALA KEDAH,"Batu 6, Jalan Kuala Kedah",5600,Alor Setar,Kota Setar,Kedah,04-7621526,04-7347295,,,,6.09872,100.30121,0,0,NEW
110,21-0203007,KLINIK KESIHATAN SIMPANG EMPAT,"Simpang Empat, Mukim Kangkong",6600,Alor Setar,Kota Setar,Kedah,04-7621526,,,,,6.02598,100.3859,0,0,NEW
111,21-0203007,KLINIK KESIHATAN SIMPANG KUALA,Simpang Kuala,5400,Alor Setar,Kota Setar,Kedah,04-7720583,04-7347295,,,,6.09694,100.36112,0,0,NEW
112,21-0203006,KLINIK KESIHATAN LANGGAR,Jalan Langgar,6500,Langgar,Kota Setar,Kedah,04-7876648,04-7710116,,,,6.14762,100.42497,0,0,NEW
113,21-0203007,KLINIK KESIHATAN POKOK SENA,782,6400,Pokok Sena,Kota Setar,Kedah,04-7821355,04-7822958,,,,6.16801,100.51838,0,0,NEW
114,21-0204004,KLINIK KESIHATAN BEDONG,Bedong,8100,Bedong,Kuala Muda,Kedah,04-4583333,04-4710076,,,,5.72292,100.50646,0,0,NEW
115,21-0204005,KLINIK KESIHATAN KOTA KUALA MUDA,"Jalan Pantai Merdeka, Jalan Sungai Mas",8500,Kuala Muda,Kuala Muda,Kedah,04-4374225,04-4210076,,,,5.5875,100.37475,0,0,NEW
116,21-0204006,KLINIK KESIHATAN MERBOK,Bandar Merbok,8400,Merbok,Kuala Muda,Kedah,04-4572214,04-4210076,,,,5.722667,100.409472,0,0,NEW
117,21-0204007,KLINIK KESIHATAN SUNGAI LALANG,"Lot 15 & 16, Taman Lembah Permai",8100,Sungai Lalang,Kuala Muda,Kedah,04-4594127,04-4210076,,,,5.715722,100.534861,0,0,NEW
118,21-0204003,KLINIK KESIHATAN BAKAR ARANG,Jalan Taman Intan,8000,Sungai Petani,Kuala Muda,Kedah,04-4220294,04-4210076,,,,5.63491,100.47812,0,0,NEW
119,21-0204003,KLINIK KESIHATAN BANDAR SUNGAI PETANI,Jalan Badlishah,8000,Sungai Petani,Kuala Muda,Kedah,04-4213333,04-4210076,,,,5.64704,100.49774,0,0,NEW
120,21-0204004,KLINIK KESIHATAN BUKIT SELAMBAU,Bukit Selambu,8010,Sungai Petani,Kuala Muda,Kedah,04-4193312,04-4210076,,,,5.6898,100.632722,0,0,NEW
121,21-0205002,KLINIK KESIHATAN AYER HITAM,Ayer Hitam,6150,Ayer Hitam,Kubang Pasu,Kedah,04-7942101,04-7943106,,,,6.24043,100.24638,0,0,NEW
122,21-0205005,KLINIK KESIHATAN LAKA TEMIN,Laka Temin,6050,Bukit Kayu Hitam,Kubang Pasu,Kedah,04-9221655,04-9221655,,,,6.50386,100.42044,0,0,NEW
123,21-0205004,KLINIK KESIHATAN CHANGLOON,Changloon,6010,Changloon,Kubang Pasu,Kedah,04-9241277,04-9241091,,,,6.425149,100.429344,0,0,NEW
124,21-0205003,KLINIK KESIHATAN BANAI,Banai,6000,Jitra,Kubang Pasu,Kedah,04-9171382,04-9170375,,,,6.220883,100.458138,0,0,NEW
125,21-0205008,KLINIK KESIHATAN TUNJANG,Tunjang,6000,Jitra,Kubang Pasu,Kedah,04-9291524,04-9291380,,,,6.29783,100.36599,0,0,NEW
126,21-0205004,KLINIK KESIHATAN KEPALA BATAS,Kepala Batas,6200,Kepala Batas,Kubang Pasu,Kedah,04-7144820,04-7146519,,,,6.20393,100.41635,0,0,NEW
127,21-0205005,KLINIK KESIHATAN KODIANG,Kodiang,6100,Kodiang,Kubang Pasu,Kedah,04-9250178,04-9250069,,,,6.396452,100.304901,0,0,NEW
128,21-0206004,KLINIK KESIHATAN KARANGAN,Jalan Mahang,9700,Karangan,Kulim,Kedah,04-4056261,04-4911843,,,,5.42722,100.65826,0,0,NEW
129,21-0206005,KLINIK KESIHATAN KULIM,Jalan Hospital Lama,9000,Kulim,Kulim,Kedah,04-4905533,04-4911843,,,,5.36742,100.55765,0,0,NEW
130,21-0206008,KLINIK KESIHATAN TAMAN SELASIH,"Lot 3302, Taman Selasih",9000,Kulim,Kulim,Kedah,04-4917377,,,,,5.37832,100.53767,0,0,NEW
131,21-0206006,KLINIK KESIHATAN LUNAS,Jalan Ara Kuda,9600,Lunas,Kulim,Kedah,04-4844355,,,,,5.43012,100.5305,0,0,NEW
132,21-0206006,KLINIK KESIHATAN MERBAU PULAS,"Jalan Kuala Ketil, Merbau Pulas",9410,Padang Serai,Kulim,Kedah,04-4163852,04-4911843,,,,5.5531,100.63492,0,0,NEW
133,21-0206007,KLINIK KESIHATAN PADANG SERAI,Jalan Lunas,9400,Padang Serai,Kulim,Kedah,04-4855655,04-4580084,,,,5.51039,100.55393,0,0,NEW
134,21-0206006,KLINIK KESIHATAN MAHANG,"Lot 919, Jalan Mahang",9800,Serdang,Kulim,Kedah,04-4041333,,,,,5.32243,100.74928,0,0,NEW
135,21-0207030,KLINIK KESIHATAN TEMONYONG,Padang Maksirat,7100,Langkawi,Langkawi,Kedah,04-9531133,,,,,6.294814,99.737645,0,0,NEW
136,21-0207002,KLINIK KESIHATAN AIR HANGAT,Mukim Air Hangat,7000,Langkawi          ,Langkawi,Kedah,04-9591959,,,,,6.422483,99.80381,0,0,NEW
137,21-0207005,KLINIK KESIHATAN KUAH,Jalan Air Hangat,7000,Langkawi,Langkawi          ,Kedah,04-9663490,04-9667533,,,,6.32289,99.84751,0,0,NEW
138,21-0207006,KLINIK KESIHATAN PADANG MATSIRAT,Padang Mat Sirat,7100,Langkawi          ,Langkawi          ,Kedah,04-9551355,,,,,6.35012,99.73174,0,0,NEW
139,21-0208034,"KLINIK KESIHATAN DURIAN BURUNG",Kuala Nerang,6300,Kuala Nerang,Padang Terap,Kedah,04-7860013,04-7860015,,,,6.282253, 100.599122,0,0,NEW
140,21-0208006,KLINIK KESIHATAN LUBUK MERBAU,Lubuk Merbau,6300,Kuala Nerang,Padang Terap,Kedah,04-7520129,04-7522104,,,,6.00064,100.72532,0,0,NEW
141,21-0208006,KLINIK KESIHATAN NAKA,Naka,6300,Kuala Nerang,Padang Terap,Kedah,04-7851229,04-7853124,,,,6.14058,100.66835,0,0,NEW
142,21-0208023,KLINIK KESIHATAN PEDU,Pedu,6300,Kuala Nerang,Padang Terap,Kedah,04-7868717,,,,,6.224971,100.654984,0,0,NEW
